nummer,datum,thuisploeg,bezoekers,aantal_thuis,aantal_bezoekers,scheidsrechter,jury,locatie
V190262,2017-04-30 09:45:00,Hoboken/Mercurius 5,SPARTACUS 4,,,, ,Hoboken 2000
V190230,2017-04-30 10:45:00,Hoboken/Mercurius 4,SIKOPI 3,,,, ,Hoboken 2000
V190090,2017-04-30 12:00:00,Hoboken/Mercurius 3,NEERLANDIA 2,,,, ,Hoboken 2000
V190150,2017-04-30 12:40:00,Hoboken/Mercurius 2,VERDE 2,,,, ,Hoboken 2000
V190100,2017-04-30 14:00:00,Hoboken/Mercurius res,VERDE RES,,,, ,Hoboken 2000
V190060,2017-04-30 15:30:00,Hoboken/Mercurius,VERDE,,,, ,Hoboken 2000
V200093,2017-05-06 15:30:00,THE BLUE GHOSTS,Hoboken/Mercurius 3,,,, ,The Blue Ghosts
V200263,2017-05-07 09:45:00,Hoboken/Mercurius 5,KCOV 2,,,, ,Hoboken 2000
V200233,2017-05-07 11:00:00,CATBA 4,Hoboken/Mercurius 4,,,, ,Catba
V200153,2017-05-07 12:40:00,SPARTACUS 2,Hoboken/Mercurius 2,,,, ,Spartacus
V200063,2017-05-07 14:30:00,SPARTACUS,Hoboken/Mercurius,,,, ,Spartacus
V200103,2017-05-07 16:00:00,SPARTACUS RES,Hoboken/Mercurius res,,,, ,Spartacus
V210232,2017-05-14 10:45:00,Hoboken/Mercurius 4,HOVE 2,,,, ,Hoboken 2000
V210263,2017-05-14 11:00:00,BEVEREN_WAAS,Hoboken/Mercurius 5,,,, ,Beveren - Gemeentelijke Sportcentrum
V210152,2017-05-14 12:40:00,Hoboken/Mercurius 2,RIJKO 2,,,, ,Hoboken 2000
V210092,2017-05-14 12:40:00,Hoboken/Mercurius 3,BOUTERSEM,,,, ,Hoboken 2000
V210102,2017-05-14 14:00:00,Hoboken/Mercurius res,RIJKO RES,,,, ,Hoboken 2000
V210062,2017-05-14 15:30:00,Hoboken/Mercurius,RIJKO,,,, ,Hoboken 2000
