nummer,datum,thuisploeg,bezoekers,aantal_thuis,aantal_bezoekers,scheidsrechter,jury,locatie
V160210,2017-04-02 09:45:00,VOORWAARTS 4,CATBA 3,,,, ,Voorwaarts
V160220,2017-04-02 11:00:00,VOORWAARTS 5,PUTSE 5,,,, ,Voorwaarts
V160272,2017-04-02 11:00:00,KCBJ 3,VOORWAARTS 7,,,, ,KCBJ
V160141,2017-04-02 12:40:00,VOORWAARTS 2,ASKC 2,,,, ,Voorwaarts
V160051,2017-04-02 14:00:00,VOORWAARTS RES,ASKC RES,,,, ,Voorwaarts
V160031,2017-04-02 15:30:00,VOORWAARTS,ASKC,,,, ,Voorwaarts
V170203,2017-04-09 09:45:00,VOORWAARTS 3,BORGERHOUT/GW 3,,,, ,Voorwaarts
V170250,2017-04-09 10:00:00,VOORWAARTS 6,FLORIANT 4,,,, ,Voorwaarts
V170273,2017-04-09 11:15:00,VOORWAARTS 7,SCALDIS 4,,,, ,Voorwaarts
V170221,2017-04-09 11:15:00,GANDA 3,VOORWAARTS 5,,,, ,Ganda
V170211,2017-04-09 11:30:00,FLORIANT 3,VOORWAARTS 4,,,, ,Floriant
V170143,2017-04-09 12:40:00,PUTSE 2,VOORWAARTS 2,,,, ,Putse
V170053,2017-04-09 14:00:00,PUTSE RES,VOORWAARTS RES,,,, ,Putse
V170033,2017-04-09 15:30:00,PUTSE,VOORWAARTS,,,, ,Putse
V180253,2017-04-22 17:30:00,TEMSE 4,VOORWAARTS 6,,,, ,Temse
V180271,2017-04-23 09:30:00,RIVIERA 5,VOORWAARTS 7,,,, ,Riviera
V180201,2017-04-23 09:45:00,VOORWAARTS 3,AKC/Luma 3,,,, ,Voorwaarts
V180210,2017-04-23 09:45:00,VOORWAARTS 4,HOEVENEN 3,,,, ,Voorwaarts
V180220,2017-04-23 11:00:00,VOORWAARTS 5,TEMSE 3,,,, ,Voorwaarts
V180141,2017-04-23 12:40:00,VOORWAARTS 2,LEUVEN 2,,,, ,Voorwaarts
V180051,2017-04-23 14:00:00,VOORWAARTS RES,LEUVEN RES,,,, ,Voorwaarts
V180031,2017-04-23 15:30:00,VOORWAARTS,LEUVEN,,,, ,Voorwaarts
V190220,2017-04-29 17:00:00,RIJKO 3,VOORWAARTS 5,,,, ,Rijko
V190273,2017-04-30 09:45:00,VOORWAARTS 7,HOEVENEN 4,,,, ,Voorwaarts
V190250,2017-04-30 10:00:00,VOORWAARTS 6,VOBAKO 3,,,, ,Voorwaarts
V190210,2017-04-30 11:00:00,AKC/Luma 4,VOORWAARTS 4,,,, ,AKC
V190202,2017-04-30 11:00:00,VERDE 3,VOORWAARTS 3,,,, ,Verde
V190142,2017-04-30 12:40:00,VOBAKO 2,VOORWAARTS 2,,,, ,Vobako
V190052,2017-04-30 14:00:00,VOBAKO RES,VOORWAARTS RES,,,, ,Vobako
V190032,2017-04-30 15:30:00,VOBAKO,VOORWAARTS,,,, ,Vobako
V200201,2017-05-07 09:45:00,VOORWAARTS 3,RIVIERA 3,,,, ,Voorwaarts
V200210,2017-05-07 09:45:00,VOORWAARTS 4,KWIK 3,,,, ,Voorwaarts
V200252,2017-05-07 11:00:00,MEEUWEN 4,VOORWAARTS 6,,,, ,Meeuwen
V200273,2017-05-07 11:00:00,VOORWAARTS 7,kWIK 5,,,, ,Voorwaarts
V200220,2017-05-07 11:00:00,VOORWAARTS 5,PUTSE 3,,,, ,Voorwaarts
V200141,2017-05-07 12:40:00,VOORWAARTS 2,RIVIERA 2,,,, ,Voorwaarts
V200051,2017-05-07 14:00:00,VOORWAARTS RES,RIVIERA RES,,,, ,Voorwaarts
V200031,2017-05-07 15:30:00,VOORWAARTS,RIVIERA,,,, ,Voorwaarts
V210200,2017-05-14 09:45:00,VOORWAARTS 3,BOECKENBERG 3,,,, ,Voorwaarts
V210220,2017-05-14 09:45:00,BORGERHOUT/GW 4,VOORWAARTS 5,,,, ,Borgerhout/GW
V210250,2017-05-14 10:00:00,VOORWAARTS 6,DEURNE 2,,,, ,Voorwaarts
V210274,2017-05-14 10:00:00,AKC/Luma 5,VOORWAARTS 7,,,, ,AKC
V210210,2017-05-14 12:30:00,SCALDIS 3,VOORWAARTS 4,,,, ,Scaldis
V210140,2017-05-14 12:40:00,VOORWAARTS 2,SIKOPI 2,,,, ,Voorwaarts
V210050,2017-05-14 14:00:00,VOORWAARTS RES,SIKOPI RES,,,, ,Voorwaarts
V210030,2017-05-14 15:30:00,VOORWAARTS,SIKOPI,,,, ,Voorwaarts
