nummer,datum,thuisploeg,bezoekers,aantal_thuis,aantal_bezoekers,scheidsrechter,jury,locatie
V180203,2017-04-23 11:00:00,KWIK 2,RIVIERA 3,,,, ,Kwik
V180273,2017-04-23 11:00:00,DEURNE 3,kWIK 5,,,, ,Deurne
V180043,2017-04-23 14:00:00,KWIK RES,FLORIANT RES,,,, ,Kwik
V180004,2017-04-23 15:30:00,KWIK,FLORIANT,,,, ,Kwik
V190272,2017-04-30 10:00:00,kWIK 5,MINERVA 4,,,, ,Kwik
V190203,2017-04-30 10:00:00,KWIK 2,BORGERHOUT/GW 3,,,, ,Kwik
V190213,2017-04-30 11:00:00,KWIK 3,CATBA 3,,,, ,Kwik
V190264,2017-04-30 11:00:00,KWIK 4,SPARTA RANST 2,,,, ,Kwik
V190043,2017-04-30 14:00:00,KWIK RES,SCALDIS RES,,,, ,Kwik
V190004,2017-04-30 15:30:00,KWIK,SCALDIS,,,, ,Kwik
V200210,2017-05-07 09:45:00,VOORWAARTS 4,KWIK 3,,,, ,Voorwaarts
V200261,2017-05-07 10:00:00,KWIK 4,BEVEREN_WAAS,,,, ,Kwik
V200200,2017-05-07 10:00:00,BOECKENBERG 3,KWIK 2,,,, ,Boeckenberg - Sportcenter
V200273,2017-05-07 11:00:00,VOORWAARTS 7,kWIK 5,,,, ,Voorwaarts
V200040,2017-05-07 14:00:00,BOECKENBERG RES,KWIK RES,,,, ,Boeckenberg - Sportcenter
V200001,2017-05-07 15:30:00,BOECKENBERG,KWIK,,,, ,Boeckenberg - Sportcenter
V210213,2017-05-13 17:30:00,MEEUWEN 3,KWIK 3,,,, ,Meeuwen
V210273,2017-05-14 09:30:00,RIVIERA 5,kWIK 5,,,, ,Riviera
V210203,2017-05-14 10:00:00,ASKC 3,KWIK 2,,,, ,ASKC
V210262,2017-05-14 10:45:00,RIVIERA 4,KWIK 4,,,, ,Riviera
V210043,2017-05-14 14:00:00,MINERVA RES,KWIK RES,,,, ,Minerva
V210004,2017-05-14 15:30:00,MINERVA,KWIK,,,, ,Minerva
