nummer,datum,thuisploeg,bezoekers,aantal_thuis,aantal_bezoekers,scheidsrechter,jury,locatie
V180002,2017-04-23 15:30:00,BORGERHOUT/GW,AKC/Luma,,,, ,Borgerhout/GW
V190200,2017-04-30 10:00:00,AKC/Luma 3,BOECKENBERG 3,,,, ,AKC
V190210,2017-04-30 11:00:00,AKC/Luma 4,VOORWAARTS 4,,,, ,AKC
V190274,2017-04-30 11:00:00,KCBJ 3,AKC/Luma 5,,,, ,KCBJ
V190130,2017-04-30 12:40:00,AKC/Luma 2,BOECKENBERG 2,,,, ,AKC
V190040,2017-04-30 14:00:00,AKC/Luma RES,BOECKENBERG RES,,,, ,AKC
V190001,2017-04-30 15:30:00,AKC/Luma,BOECKENBERG,,,, ,AKC
V200133,2017-05-07 00:00:00,VRIJ,AKC/Luma 2,,,, ,
V200213,2017-05-07 09:45:00,CATBA 3,AKC/Luma 4,,,, ,Catba
V200274,2017-05-07 10:00:00,AKC/Luma 5,HOEVENEN 4,,,, ,AKC
V200203,2017-05-07 11:40:00,BORGERHOUT/GW 3,AKC/Luma 3,,,, ,Borgerhout/GW
V200043,2017-05-07 14:00:00,SCALDIS RES,AKC/Luma RES,,,, ,Scaldis
V200004,2017-05-07 15:30:00,SCALDIS,AKC/Luma,,,, ,Scaldis
V210202,2017-05-14 10:00:00,AKC/Luma 3,VERDE 3,,,, ,AKC
V210274,2017-05-14 10:00:00,AKC/Luma 5,VOORWAARTS 7,,,, ,AKC
V210212,2017-05-14 11:00:00,AKC/Luma 4,HOEVENEN 3,,,, ,AKC
V210132,2017-05-14 12:40:00,AKC/Luma 2,MEEUWEN 2,,,, ,AKC
V210042,2017-05-14 14:00:00,AKC/Luma RES,MEEUWEN RES,,,, ,AKC
V210003,2017-05-14 15:30:00,AKC/Luma,MEEUWEN,,,, ,AKC
